"age","job","education","marital","default","housing","loan","y"
43,"unemployed","primary","single","no","yes","no","no"
40,"blue_collar","secondary","divorced","no","yes","no","no"
34,"blue_collar","primary","married","no","yes","no","no"
40,"technician","secondary","married","no","yes","no","no"
41,"blue_collar","primary","married","no","yes","no","no"
57,"administration","primary","divorced","no","yes","yes","no"
42,"technician","secondary","married","no","yes","no","no"
57,"services","secondary","married","no","yes","no","no"
43,"blue_collar","secondary","divorced","no","yes","no","no"
45,"blue_collar","primary","married","no","yes","no","no"
60,"retired","primary","married","no","yes","no","yes"
49,"blue_collar","primary","married","no","yes","no","no"
42,"administration","secondary","married","yes","no","no","no"
41,"services","primary","married","no","yes","no","no"
33,"technician","secondary","single","no","yes","no","no"
56,"blue_collar","secondary","married","no","yes","no","no"
49,"blue_collar","primary","married","no","yes","no","no"
41,"blue_collar","secondary","married","no","yes","no","no"
48,"management","tertiary","married","no","yes","no","no"
41,"technician","secondary","married","no","yes","yes","no"
41,"services","secondary","married","no","yes","no","no"
30,"technician","secondary","single","no","no","yes","no"
52,"entrepreneur","tertiary","married","no","yes","yes","no"
40,"blue_collar","secondary","married","no","no","no","no"
60,"retired","secondary","married","no","yes","no","no"
28,"management","tertiary","single","no","yes","no","no"
44,"self_employed","secondary","divorced","no","yes","yes","no"
44,"technician","secondary","single","no","yes","yes","no"
32,"blue_collar","secondary","single","no","yes","no","no"
53,"management","tertiary","married","no","no","no","no"
41,"services","secondary","divorced","yes","no","yes","no"
57,"retired","tertiary","married","no","yes","yes","no"
42,"blue_collar","primary","married","no","yes","no","no"
31,"management","secondary","married","no","yes","no","no"
46,"blue_collar","secondary","married","no","yes","yes","no"
46,"technician","secondary","divorced","no","yes","no","no"
55,"self_employed","secondary","single","no","yes","no","no"
52,"blue_collar","primary","single","no","yes","no","no"
50,"management","secondary","married","no","yes","no","no"
57,"retired","secondary","married","no","no","no","no"
28,"blue_collar","secondary","married","no","yes","no","no"
46,"blue_collar","secondary","married","no","yes","no","no"
40,"administration","secondary","divorced","no","yes","no","no"
56,"blue_collar","secondary","married","no","yes","no","no"
48,"services","secondary","divorced","no","yes","no","no"
36,"management","tertiary","single","no","yes","no","no"
37,"technician","tertiary","married","yes","yes","no","no"
41,"entrepreneur","tertiary","married","no","yes","no","no"
43,"blue_collar","secondary","married","no","yes","no","no"
40,"entrepreneur","secondary","married","no","yes","no","no"
40,"entrepreneur","secondary","married","no","yes","no","no"
45,"blue_collar","secondary","married","no","yes","yes","no"
44,"blue_collar","secondary","married","no","yes","no","no"
53,"entrepreneur","primary","married","no","yes","no","no"
31,"management","tertiary","married","no","yes","no","no"
50,"blue_collar","secondary","married","no","yes","no","no"
53,"management","tertiary","married","no","yes","yes","no"
56,"blue_collar","secondary","divorced","no","yes","no","no"
45,"technician","primary","married","no","yes","no","no"
47,"self_employed","tertiary","married","no","yes","no","no"
33,"administration","secondary","single","no","yes","no","no"
57,"technician","tertiary","married","no","no","no","yes"
45,"entrepreneur","tertiary","single","no","yes","no","no"
34,"blue_collar","secondary","married","no","no","no","no"
49,"entrepreneur","primary","married","no","yes","no","no"
49,"services","secondary","married","no","no","no","no"
37,"administration","secondary","divorced","no","yes","no","no"
57,"technician","secondary","married","no","yes","no","no"
40,"blue_collar","primary","married","no","yes","no","no"
57,"retired","secondary","married","no","yes","no","no"
45,"unemployed","primary","married","no","yes","no","no"
61,"retired","secondary","married","no","yes","no","no"
54,"management","secondary","divorced","no","yes","no","no"
46,"blue_collar","primary","married","no","yes","no","no"
51,"administration","primary","married","no","yes","no","no"
42,"blue_collar","secondary","married","no","yes","no","no"
42,"blue_collar","primary","married","no","yes","no","no"
60,"management","primary","married","no","yes","no","no"
41,"blue_collar","primary","married","no","yes","no","no"
41,"services","primary","married","no","yes","no","no"
55,"blue_collar","secondary","married","no","yes","no","no"
46,"services","secondary","married","no","yes","no","no"
54,"blue_collar","secondary","married","no","yes","no","no"
51,"blue_collar","secondary","married","no","yes","no","yes"
47,"services","secondary","divorced","no","yes","no","no"
35,"management","tertiary","single","no","no","yes","no"
30,"blue_collar","secondary","married","no","yes","no","no"
32,"management","secondary","single","no","yes","no","no"
35,"blue_collar","primary","married","no","yes","no","no"
48,"blue_collar","secondary","single","no","yes","no","no"
36,"services","secondary","married","no","no","no","no"
53,"services","secondary","married","no","yes","no","no"
48,"technician","secondary","married","no","yes","no","no"
42,"services","secondary","married","no","yes","no","no"
38,"services","secondary","single","no","yes","no","no"
32,"administration","secondary","single","no","yes","no","no"
51,"unemployed","secondary","married","no","yes","no","no"
34,"blue_collar","secondary","married","no","yes","no","no"
43,"blue_collar","secondary","married","no","yes","no","no"
50,"blue_collar","secondary","married","no","yes","no","no"
44,"blue_collar","primary","married","no","yes","no","no"
25,"services","secondary","single","no","yes","no","no"
60,"blue_collar","secondary","married","no","yes","no","no"
44,"administration","secondary","married","no","yes","yes","no"
26,"student","secondary","single","no","yes","no","no"
36,"administration","secondary","married","no","yes","no","no"
29,"entrepreneur","tertiary","single","no","yes","no","no"
29,"management","tertiary","single","no","yes","no","no"
42,"blue_collar","secondary","married","no","yes","no","no"
32,"blue_collar","secondary","single","no","no","no","no"
37,"administration","secondary","married","no","yes","no","no"
50,"administration","secondary","divorced","yes","yes","no","no"
44,"blue_collar","secondary","married","no","yes","no","no"
43,"technician","secondary","married","no","yes","no","no"
41,"services","primary","married","no","yes","no","no"
45,"administration","secondary","married","no","yes","no","no"
41,"administration","tertiary","married","no","yes","no","no"
57,"technician","secondary","married","no","yes","no","no"
34,"self_employed","tertiary","single","no","yes","no","no"
47,"services","secondary","married","no","yes","no","no"
49,"technician","secondary","married","no","yes","no","no"
58,"blue_collar","primary","married","no","yes","no","no"
51,"unemployed","secondary","married","no","yes","no","no"
30,"management","tertiary","married","no","yes","no","no"
47,"services","secondary","divorced","no","yes","yes","no"
29,"technician","secondary","single","no","no","no","no"
51,"blue_collar","primary","married","no","yes","no","no"
49,"housemaid","primary","single","no","yes","no","no"
43,"services","secondary","married","no","yes","no","no"
41,"blue_collar","primary","married","no","yes","no","no"
29,"administration","secondary","single","no","yes","no","no"
42,"blue_collar","primary","married","no","yes","no","no"
34,"blue_collar","secondary","single","yes","yes","no","no"
44,"management","tertiary","married","no","yes","yes","no"
44,"services","secondary","divorced","no","yes","no","no"
30,"management","tertiary","married","no","yes","no","no"
26,"blue_collar","secondary","single","no","no","no","no"
28,"technician","secondary","single","no","yes","no","no"
42,"technician","tertiary","married","no","yes","yes","no"
40,"housemaid","primary","divorced","no","yes","no","no"
49,"retired","secondary","married","no","yes","no","no"
42,"administration","secondary","divorced","no","yes","no","no"
29,"administration","secondary","married","no","yes","yes","no"
47,"blue_collar","primary","married","no","yes","no","no"
45,"services","secondary","divorced","no","yes","no","no"
29,"administration","secondary","single","no","yes","no","no"
41,"technician","tertiary","married","no","yes","no","no"
48,"administration","secondary","married","no","yes","no","no"
41,"blue_collar","primary","married","no","yes","no","no"
60,"retired","secondary","married","no","yes","no","no"
44,"management","tertiary","married","no","no","no","no"
49,"self_employed","tertiary","single","no","yes","no","no"
47,"management","tertiary","divorced","no","yes","no","no"
48,"technician","secondary","married","no","yes","no","no"
44,"administration","primary","married","no","yes","no","no"
28,"blue_collar","primary","married","no","no","no","no"
31,"services","secondary","married","no","yes","no","no"
29,"blue_collar","primary","married","no","yes","no","no"
28,"student","secondary","single","no","yes","no","no"
43,"services","secondary","divorced","no","yes","no","no"
32,"services","secondary","married","no","yes","no","no"
44,"technician","secondary","divorced","no","yes","no","no"
42,"technician","secondary","married","no","yes","yes","no"
45,"blue_collar","primary","married","no","yes","no","no"
31,"administration","secondary","single","no","yes","no","no"
48,"technician","secondary","single","no","yes","no","no"
45,"blue_collar","primary","married","no","yes","no","no"
27,"blue_collar","secondary","single","no","yes","no","no"
55,"blue_collar","primary","married","no","yes","no","no"
45,"entrepreneur","secondary","married","no","yes","no","no"
50,"unemployed","secondary","married","no","yes","no","no"
44,"unemployed","secondary","married","no","yes","no","no"
45,"administration","secondary","married","no","yes","no","no"
51,"housemaid","primary","married","no","no","no","no"
30,"blue_collar","secondary","single","no","yes","no","no"
43,"blue_collar","secondary","married","no","yes","no","no"
41,"blue_collar","primary","married","no","yes","no","no"
30,"blue_collar","primary","married","no","yes","no","no"
41,"blue_collar","secondary","married","no","yes","no","no"
29,"blue_collar","secondary","married","no","yes","yes","no"
31,"administration","secondary","married","no","yes","no","no"
40,"technician","secondary","single","no","yes","no","no"
41,"blue_collar","secondary","married","no","yes","no","no"
43,"administration","secondary","divorced","no","yes","no","no"
43,"blue_collar","primary","married","no","yes","no","no"
50,"entrepreneur","tertiary","married","no","yes","no","no"
40,"unemployed","secondary","divorced","no","yes","no","no"
23,"blue_collar","secondary","single","no","yes","no","no"
37,"administration","secondary","married","no","yes","no","no"
47,"blue_collar","secondary","married","no","yes","no","no"
29,"blue_collar","secondary","married","no","yes","no","no"
46,"technician","secondary","married","no","yes","no","no"
31,"administration","secondary","married","no","yes","no","no"
57,"technician","secondary","single","no","yes","no","no"
54,"blue_collar","secondary","married","no","yes","no","no"
44,"blue_collar","primary","married","no","yes","no","no"
36,"blue_collar","secondary","married","no","no","no","no"
54,"blue_collar","secondary","married","no","yes","no","no"
38,"technician","secondary","married","no","yes","yes","no"
38,"blue_collar","secondary","married","no","yes","no","no"
40,"blue_collar","secondary","married","no","yes","no","no"
46,"technician","secondary","married","no","yes","no","no"
41,"administration","secondary","single","no","yes","no","no"
33,"management","tertiary","married","no","yes","no","no"
36,"administration","secondary","married","no","yes","no","no"
59,"retired","secondary","married","no","yes","no","no"
49,"blue_collar","primary","married","no","no","no","no"
49,"blue_collar","secondary","married","no","yes","no","no"
44,"blue_collar","primary","married","no","yes","no","no"
38,"administration","secondary","married","no","yes","no","no"
44,"technician","secondary","married","no","yes","no","no"
43,"technician","secondary","single","no","yes","no","no"
42,"blue_collar","primary","married","no","yes","no","no"
41,"administration","secondary","married","no","yes","no","no"
52,"services","secondary","married","no","yes","no","no"
41,"technician","tertiary","single","no","yes","no","no"
29,"blue_collar","secondary","married","no","yes","no","no"
34,"management","tertiary","married","no","no","no","no"
35,"technician","secondary","married","no","yes","yes","no"
41,"blue_collar","secondary","divorced","no","yes","no","yes"
57,"retired","primary","married","no","yes","no","no"
46,"self_employed","secondary","married","no","yes","yes","no"
58,"administration","secondary","married","no","yes","yes","no"
50,"blue_collar","secondary","married","no","yes","no","no"
57,"technician","secondary","divorced","no","yes","no","no"
47,"technician","secondary","married","no","yes","no","no"
46,"blue_collar","secondary","single","no","yes","no","no"
47,"blue_collar","primary","divorced","no","yes","no","no"
49,"blue_collar","primary","divorced","no","yes","no","no"
49,"blue_collar","primary","married","no","yes","no","no"
26,"blue_collar","secondary","single","no","yes","yes","no"
52,"management","tertiary","married","no","yes","no","no"
47,"management","secondary","married","no","yes","no","no"
43,"technician","secondary","single","no","yes","no","no"
20,"student","tertiary","single","no","yes","no","no"
43,"services","secondary","married","no","yes","no","no"
53,"administration","secondary","married","no","yes","no","no"
40,"self_employed","primary","married","no","yes","no","no"
52,"technician","secondary","married","no","no","no","no"
43,"technician","tertiary","divorced","no","no","no","no"
55,"management","tertiary","married","no","yes","no","no"
41,"entrepreneur","secondary","married","no","yes","no","no"
36,"blue_collar","secondary","married","no","yes","yes","no"
57,"management","secondary","divorced","no","yes","no","no"
30,"administration","secondary","single","yes","yes","no","no"
41,"management","tertiary","married","no","no","no","no"
56,"services","secondary","married","no","yes","no","no"
44,"blue_collar","primary","married","no","yes","no","no"
45,"blue_collar","secondary","married","no","yes","no","no"
43,"retired","primary","married","no","no","yes","no"
50,"technician","tertiary","married","no","yes","no","no"
26,"blue_collar","primary","married","no","yes","yes","no"
34,"services","secondary","single","no","yes","no","no"
39,"administration","primary","married","no","yes","no","no"
32,"management","tertiary","single","no","yes","no","no"
46,"services","secondary","married","no","yes","no","no"
58,"management","tertiary","married","no","yes","no","no"
54,"entrepreneur","secondary","married","no","yes","no","no"
40,"services","secondary","married","no","yes","no","no"
42,"management","primary","married","no","yes","no","no"
42,"unemployed","primary","married","no","yes","no","no"
50,"blue_collar","secondary","married","no","yes","no","no"
50,"management","tertiary","married","no","yes","no","no"
42,"housemaid","primary","single","no","yes","no","no"
41,"blue_collar","secondary","married","no","yes","no","yes"
50,"blue_collar","primary","married","no","yes","no","no"
42,"administration","secondary","married","no","yes","no","no"
46,"administration","secondary","married","no","yes","yes","yes"
48,"administration","secondary","married","no","yes","yes","no"
50,"management","tertiary","married","yes","yes","no","no"
52,"technician","primary","divorced","no","no","no","no"
43,"administration","secondary","single","no","no","no","no"
57,"management","tertiary","married","no","yes","no","no"
49,"administration","secondary","single","no","yes","no","no"
30,"management","secondary","married","no","yes","no","no"
52,"technician","secondary","married","no","yes","no","no"
41,"housemaid","primary","married","no","yes","no","no"
47,"services","secondary","married","no","yes","no","no"
46,"administration","secondary","married","no","yes","no","no"
27,"services","secondary","married","no","yes","no","no"
46,"services","secondary","married","no","yes","no","no"
53,"entrepreneur","tertiary","married","no","yes","no","no"
51,"retired","secondary","married","no","no","no","no"
47,"technician","secondary","married","no","yes","no","no"
60,"retired","secondary","married","no","yes","yes","no"
47,"management","tertiary","divorced","no","no","no","no"
48,"services","secondary","married","no","yes","no","no"
45,"blue_collar","secondary","married","no","yes","no","no"
52,"blue_collar","primary","divorced","no","yes","no","yes"
53,"retired","tertiary","married","no","yes","no","no"
54,"technician","tertiary","married","no","yes","yes","no"
46,"administration","secondary","divorced","no","yes","yes","no"
48,"administration","secondary","divorced","no","yes","no","no"
43,"retired","secondary","married","no","yes","yes","no"
42,"unemployed","tertiary","married","no","yes","no","no"
56,"retired","secondary","married","no","yes","no","no"
48,"services","secondary","divorced","no","yes","yes","no"
45,"blue_collar","primary","married","no","yes","no","no"
51,"administration","primary","married","no","yes","no","no"
42,"technician","tertiary","single","no","yes","yes","no"
44,"management","tertiary","married","no","yes","no","no"
40,"services","secondary","married","no","yes","no","no"
57,"management","secondary","married","no","yes","no","no"
42,"technician","secondary","single","no","yes","no","no"
58,"services","secondary","married","no","yes","no","no"
40,"services","secondary","divorced","no","yes","no","no"
49,"services","secondary","divorced","no","yes","yes","no"
46,"management","secondary","single","no","yes","no","no"
54,"technician","secondary","divorced","no","yes","no","no"
60,"entrepreneur","tertiary","married","no","yes","no","no"
42,"blue_collar","secondary","married","no","yes","no","no"
43,"blue_collar","primary","married","no","yes","no","no"
41,"self_employed","secondary","married","no","yes","no","no"
60,"retired","secondary","divorced","no","yes","yes","no"
51,"entrepreneur","tertiary","married","no","yes","yes","no"
48,"blue_collar","secondary","married","no","yes","no","no"
41,"blue_collar","primary","divorced","no","yes","no","no"
50,"blue_collar","secondary","single","no","yes","no","no"
41,"blue_collar","primary","married","no","yes","no","no"
60,"retired","secondary","married","no","yes","no","no"
54,"blue_collar","secondary","married","no","yes","no","no"
49,"entrepreneur","tertiary","married","no","yes","no","no"
47,"management","primary","married","no","yes","yes","no"
36,"blue_collar","secondary","single","no","yes","no","no"
45,"blue_collar","secondary","married","no","yes","no","no"
49,"administration","secondary","married","no","yes","no","no"
47,"blue_collar","primary","married","no","yes","no","no"
46,"administration","secondary","married","no","no","yes","no"
29,"management","tertiary","married","no","yes","yes","no"
44,"entrepreneur","primary","married","no","yes","yes","no"
52,"blue_collar","primary","divorced","no","yes","no","no"
33,"blue_collar","secondary","single","no","yes","no","no"
43,"blue_collar","secondary","married","no","yes","no","no"
45,"blue_collar","primary","married","no","yes","no","no"
42,"blue_collar","secondary","single","no","yes","no","no"
50,"technician","secondary","married","no","yes","yes","no"
58,"technician","secondary","married","no","yes","no","no"
56,"blue_collar","primary","divorced","no","yes","no","no"
46,"blue_collar","secondary","married","no","yes","no","no"
44,"blue_collar","primary","single","no","yes","no","no"
52,"administration","secondary","married","no","yes","no","no"
55,"services","secondary","married","no","yes","no","no"
44,"blue_collar","primary","married","no","yes","no","no"
46,"services","secondary","married","no","no","no","no"
47,"administration","secondary","divorced","no","yes","no","no"
40,"blue_collar","secondary","divorced","no","yes","no","no"
48,"blue_collar","primary","married","no","yes","no","no"
34,"housemaid","primary","married","no","yes","no","no"
46,"blue_collar","secondary","divorced","no","yes","no","no"
43,"unemployed","primary","married","no","yes","yes","no"
40,"blue_collar","primary","married","no","yes","no","no"
39,"entrepreneur","secondary","married","no","yes","no","no"
57,"retired","primary","married","no","yes","no","no"
54,"blue_collar","primary","married","no","yes","no","no"
46,"management","secondary","married","no","yes","no","no"
41,"services","secondary","married","no","yes","no","no"
47,"services","secondary","married","no","yes","no","no"
40,"blue_collar","secondary","married","no","yes","no","no"
50,"blue_collar","primary","married","no","yes","no","no"
40,"blue_collar","primary","married","no","yes","no","no"
47,"blue_collar","primary","married","yes","yes","yes","no"
57,"retired","tertiary","divorced","no","yes","no","no"
47,"administration","secondary","married","no","yes","no","no"
44,"blue_collar","secondary","married","no","yes","no","no"
47,"blue_collar","secondary","married","no","yes","no","no"
53,"entrepreneur","secondary","married","no","yes","no","no"
59,"blue_collar","primary","married","no","yes","no","yes"
40,"entrepreneur","secondary","married","no","yes","yes","no"
60,"entrepreneur","secondary","divorced","no","yes","no","no"
45,"entrepreneur","primary","married","no","yes","no","no"
57,"blue_collar","secondary","married","no","no","no","no"
45,"blue_collar","primary","married","no","yes","no","no"
21,"services","secondary","married","no","yes","yes","no"
42,"management","tertiary","single","no","yes","no","no"
30,"blue_collar","secondary","married","no","yes","no","no"
57,"entrepreneur","secondary","married","no","yes","yes","no"
53,"administration","secondary","divorced","no","yes","no","no"
51,"management","tertiary","single","no","no","no","no"
53,"technician","tertiary","married","no","yes","no","no"
54,"technician","tertiary","married","no","yes","no","no"
44,"management","tertiary","married","no","yes","no","no"
56,"retired","secondary","married","no","yes","no","no"
46,"technician","tertiary","divorced","no","yes","no","no"
45,"technician","secondary","married","no","yes","no","no"
42,"blue_collar","primary","married","no","yes","no","no"
49,"administration","secondary","single","no","yes","no","yes"
56,"retired","secondary","married","no","yes","no","no"
44,"blue_collar","secondary","single","no","no","no","no"
54,"entrepreneur","secondary","married","no","yes","no","no"
51,"self_employed","secondary","divorced","no","yes","no","no"
49,"blue_collar","primary","single","no","yes","no","no"
45,"administration","secondary","divorced","no","yes","no","no"
58,"retired","tertiary","married","no","yes","yes","no"
42,"technician","secondary","married","no","yes","no","no"
53,"administration","secondary","single","no","yes","no","no"
50,"services","secondary","single","no","yes","no","no"
53,"entrepreneur","tertiary","married","no","yes","no","no"
26,"blue_collar","secondary","married","no","yes","no","no"
46,"management","tertiary","married","no","yes","no","no"
45,"services","secondary","married","no","yes","no","no"
50,"entrepreneur","primary","married","no","yes","no","yes"
42,"blue_collar","secondary","married","no","yes","no","no"
42,"management","tertiary","married","no","yes","no","no"
60,"retired","tertiary","married","no","yes","no","no"
49,"blue_collar","primary","single","no","yes","no","no"
40,"entrepreneur","primary","married","no","yes","yes","no"
45,"blue_collar","secondary","married","no","yes","no","no"
40,"blue_collar","primary","married","no","yes","no","no"
60,"administration","secondary","divorced","no","yes","no","no"
42,"blue_collar","primary","married","no","yes","no","no"
60,"retired","secondary","married","no","yes","no","no"
60,"retired","secondary","married","no","yes","no","no"
41,"blue_collar","primary","married","no","yes","no","no"
60,"blue_collar","primary","married","no","no","no","no"
23,"technician","secondary","single","no","yes","no","no"
46,"blue_collar","primary","married","no","yes","no","no"
44,"services","secondary","married","no","yes","no","no"
29,"blue_collar","secondary","single","no","yes","no","no"
34,"blue_collar","secondary","married","no","yes","no","no"
59,"services","secondary","married","no","no","no","no"
50,"management","tertiary","married","no","yes","no","no"
49,"blue_collar","secondary","married","no","yes","no","no"
55,"blue_collar","primary","married","no","yes","no","no"
54,"blue_collar","primary","married","no","yes","no","no"
42,"blue_collar","primary","married","no","yes","no","no"
60,"blue_collar","primary","married","no","yes","no","no"
47,"services","secondary","married","no","yes","no","no"
41,"management","secondary","married","no","no","no","no"
47,"administration","tertiary","single","no","yes","no","no"
41,"technician","secondary","married","no","yes","no","no"
57,"retired","secondary","married","no","yes","no","no"
53,"management","tertiary","married","no","yes","no","no"
44,"blue_collar","secondary","married","no","yes","no","no"
35,"entrepreneur","tertiary","single","no","yes","yes","no"
41,"housemaid","tertiary","married","no","yes","no","no"
28,"student","secondary","single","no","yes","no","no"
55,"administration","secondary","married","no","yes","yes","no"
55,"administration","secondary","married","no","yes","no","no"
40,"services","primary","married","no","yes","no","yes"
35,"management","tertiary","married","no","yes","yes","no"
58,"management","tertiary","divorced","no","no","no","no"
25,"management","tertiary","single","no","yes","yes","no"
43,"technician","secondary","married","no","yes","no","no"
29,"services","secondary","single","no","yes","no","no"
46,"blue_collar","primary","single","no","no","no","no"
41,"administration","primary","married","no","yes","no","yes"
47,"blue_collar","primary","married","no","yes","no","no"
60,"retired","primary","married","no","yes","no","no"
33,"blue_collar","primary","married","no","yes","no","no"
34,"administration","secondary","single","no","yes","no","no"
47,"blue_collar","secondary","married","no","yes","no","no"
33,"technician","primary","divorced","no","yes","no","no"
43,"technician","secondary","single","no","yes","no","no"
40,"management","tertiary","single","no","yes","no","no"
35,"blue_collar","secondary","single","no","yes","no","no"
26,"technician","tertiary","single","no","yes","no","no"
53,"blue_collar","secondary","married","no","yes","no","no"
55,"blue_collar","secondary","married","no","yes","no","no"
46,"management","tertiary","married","no","yes","yes","no"
24,"services","secondary","married","no","yes","yes","no"
47,"blue_collar","secondary","married","no","yes","yes","no"
41,"blue_collar","secondary","married","yes","yes","no","no"
55,"services","primary","divorced","no","yes","no","no"
32,"blue_collar","secondary","married","no","yes","no","no"
30,"technician","tertiary","married","no","yes","no","no"
54,"services","primary","divorced","no","yes","no","no"
41,"technician","secondary","married","no","yes","no","no"
42,"management","tertiary","single","no","yes","no","no"
43,"blue_collar","secondary","married","no","yes","no","no"
56,"management","tertiary","married","no","yes","no","no"
54,"self_employed","secondary","divorced","no","yes","no","no"
30,"blue_collar","primary","married","no","yes","no","no"
53,"retired","tertiary","married","no","yes","no","no"
45,"management","tertiary","married","no","yes","no","no"
41,"blue_collar","secondary","married","no","yes","no","no"
28,"blue_collar","secondary","married","no","yes","yes","no"
58,"administration","secondary","divorced","no","no","no","no"
57,"services","primary","married","no","yes","no","no"
39,"unemployed","secondary","divorced","no","yes","no","no"
41,"management","tertiary","married","no","yes","no","no"
42,"management","tertiary","married","no","yes","yes","no"
47,"blue_collar","secondary","married","no","yes","no","no"
41,"entrepreneur","tertiary","divorced","no","no","no","no"
46,"blue_collar","secondary","married","no","yes","no","no"
45,"management","tertiary","single","no","yes","no","no"
48,"services","primary","single","no","yes","no","no"
57,"services","secondary","married","no","yes","no","no"
54,"blue_collar","primary","divorced","no","yes","no","no"
30,"technician","secondary","married","no","yes","yes","no"
41,"management","tertiary","single","no","yes","no","no"
46,"blue_collar","primary","married","no","yes","no","no"
35,"blue_collar","primary","single","no","yes","no","no"
28,"blue_collar","primary","single","no","yes","no","no"
58,"management","tertiary","divorced","no","no","no","no"
35,"technician","tertiary","divorced","no","yes","no","no"
25,"technician","tertiary","single","no","yes","no","no"
56,"technician","secondary","married","no","yes","no","no"
41,"services","secondary","single","no","yes","no","no"
44,"management","secondary","married","no","yes","no","no"
36,"unemployed","secondary","married","yes","yes","no","no"
41,"services","secondary","married","no","yes","yes","no"
58,"self_employed","secondary","married","no","yes","no","no"
46,"blue_collar","secondary","married","no","yes","no","no"
42,"services","secondary","married","no","yes","no","no"
53,"administration","secondary","married","no","yes","yes","no"
51,"blue_collar","secondary","married","no","yes","no","no"
38,"housemaid","secondary","married","no","yes","yes","no"
54,"blue_collar","primary","married","no","yes","no","no"
46,"self_employed","tertiary","single","no","yes","no","no"
39,"management","tertiary","divorced","no","no","no","no"
22,"student","secondary","single","no","yes","no","no"
47,"administration","primary","divorced","no","yes","yes","no"
34,"services","secondary","divorced","no","yes","no","no"
42,"administration","secondary","married","no","yes","no","no"
44,"technician","tertiary","married","no","yes","no","yes"
45,"services","secondary","married","no","yes","no","no"
38,"administration","secondary","married","no","yes","no","no"
46,"blue_collar","primary","married","no","yes","no","no"
34,"technician","secondary","married","no","yes","no","no"
41,"technician","secondary","divorced","no","yes","no","no"
27,"blue_collar","primary","single","no","yes","no","no"
56,"unemployed","secondary","married","no","yes","no","no"
43,"management","tertiary","married","no","yes","no","no"
25,"student","secondary","single","no","yes","no","no"
35,"unemployed","primary","married","no","yes","no","no"
32,"administration","secondary","single","no","no","no","no"
55,"technician","secondary","married","no","yes","no","no"
40,"retired","secondary","married","no","no","no","no"
43,"management","tertiary","married","no","yes","no","no"
41,"entrepreneur","tertiary","married","no","no","no","no"
33,"blue_collar","primary","single","no","yes","no","no"
32,"management","secondary","single","no","yes","no","no"
39,"technician","primary","married","no","yes","no","no"
42,"management","tertiary","divorced","no","no","no","no"
33,"technician","secondary","single","no","yes","yes","no"
32,"services","secondary","married","no","yes","no","no"
46,"administration","primary","married","no","yes","no","no"
42,"blue_collar","secondary","married","no","yes","yes","no"
39,"administration","secondary","married","no","yes","no","no"
43,"blue_collar","primary","divorced","no","yes","no","no"
33,"management","tertiary","single","no","yes","no","no"
59,"management","tertiary","married","no","yes","no","no"
48,"entrepreneur","tertiary","married","no","yes","no","no"
31,"blue_collar","primary","married","no","yes","no","no"
47,"management","tertiary","divorced","no","yes","no","no"
54,"technician","secondary","divorced","no","yes","yes","no"
48,"blue_collar","primary","married","no","yes","no","no"
33,"management","tertiary","divorced","no","yes","no","no"
27,"services","secondary","married","no","yes","no","no"
47,"administration","secondary","married","no","yes","no","no"
56,"blue_collar","primary","single","no","yes","no","no"
26,"technician","secondary","single","no","yes","yes","no"
33,"blue_collar","secondary","married","no","yes","no","no"
60,"services","primary","single","no","yes","no","yes"
50,"management","tertiary","married","no","yes","no","no"
43,"blue_collar","secondary","married","no","yes","no","no"
29,"management","tertiary","married","no","no","no","yes"
54,"management","primary","married","no","yes","no","no"
30,"administration","secondary","divorced","no","yes","no","no"
50,"management","tertiary","married","no","yes","no","no"
48,"technician","secondary","married","no","yes","yes","no"
55,"services","secondary","divorced","no","yes","yes","no"
56,"housemaid","secondary","divorced","no","no","no","no"
36,"blue_collar","secondary","single","no","yes","no","no"
41,"retired","primary","divorced","no","yes","no","yes"
30,"management","tertiary","single","no","yes","no","no"
59,"management","secondary","single","no","yes","yes","no"
27,"blue_collar","secondary","single","no","yes","yes","no"
45,"services","secondary","married","no","yes","no","no"
58,"blue_collar","primary","married","no","yes","no","no"
44,"technician","secondary","married","no","yes","no","no"
43,"blue_collar","primary","married","no","yes","yes","no"
59,"retired","primary","married","no","yes","no","no"
41,"blue_collar","primary","married","no","yes","no","yes"
43,"housemaid","primary","married","no","yes","yes","no"
49,"services","secondary","single","no","yes","no","no"
44,"blue_collar","primary","married","no","yes","no","no"
48,"blue_collar","primary","married","no","yes","no","no"
40,"blue_collar","primary","married","no","yes","no","no"
43,"blue_collar","secondary","single","no","yes","no","no"
26,"blue_collar","primary","married","no","yes","no","no"
46,"blue_collar","secondary","married","no","yes","no","no"
58,"blue_collar","secondary","married","no","yes","no","no"
53,"blue_collar","secondary","married","no","yes","no","no"
56,"services","secondary","married","no","yes","no","no"
43,"blue_collar","primary","married","no","yes","no","no"
36,"blue_collar","primary","single","no","yes","no","no"
51,"blue_collar","secondary","married","no","yes","no","no"
51,"blue_collar","primary","married","no","yes","no","no"
45,"blue_collar","primary","married","no","yes","no","no"
54,"blue_collar","primary","married","no","yes","no","no"
42,"administration","secondary","married","no","yes","no","no"
53,"services","secondary","married","no","yes","no","no"
35,"self_employed","primary","single","no","yes","no","no"
49,"management","tertiary","married","no","yes","no","no"
55,"technician","secondary","married","no","yes","yes","no"
31,"technician","secondary","single","no","yes","no","no"
52,"blue_collar","secondary","married","no","yes","no","no"
